"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 07, 2017","323.59","325.31","325.53","322.39","128.72M","-0.29%"
"Dec 06, 2017","324.52","329.48","329.51","324.52","129.65M","-1.54%"
"Dec 05, 2017","329.61","326.77","330.17","326.34","97.57M","0.26%"
"Dec 04, 2017","328.77","326.31","328.77","324.88","91.08M","1.23%"
"Dec 01, 2017","324.78","326.85","326.85","324.50","82.20M","-0.14%"
"Nov 30, 2017","325.25","328.45","329.55","324.82","121.25M","-1.64%"
"Nov 29, 2017","330.68","331.41","332.22","330.04","67.85M","-0.09%"
"Nov 28, 2017","330.99","330.19","331.58","328.51","93.03M","0.44%"
"Nov 27, 2017","329.53","335.24","335.61","329.47","91.21M","-1.76%"
"Nov 24, 2017","335.44","334.77","335.44","333.86","73.26M","0.28%"
"Nov 23, 2017","334.51","335.66","335.89","333.99","71.02M","-0.29%"
"Nov 22, 2017","335.49","335.93","337.05","334.62","114.42M","0.59%"
"Nov 21, 2017","333.51","333.78","334.92","332.70","123.28M","0.18%"
"Nov 20, 2017","332.92","334.43","335.18","332.26","76.77M","-0.38%"
"Nov 17, 2017","334.18","336.05","338.04","334.18","92.93M","-0.05%"
"Nov 16, 2017","334.36","332.75","334.92","331.84","82.13M","0.66%"
"Nov 15, 2017","332.17","333.39","333.60","331.36","112.56M","-0.43%"
"Nov 14, 2017","333.62","334.63","334.73","333.13","94.19M","-0.21%"
"Nov 13, 2017","334.33","336.63","337.34","333.73","91.51M","-0.49%"
"Nov 10, 2017","335.96","335.64","336.69","334.63","86.25M","-0.35%"
"Nov 09, 2017","337.14","338.55","338.59","334.99","108.97M","-0.20%"
"Nov 08, 2017","337.80","335.20","338.90","335.02","114.01M","0.31%"
"Nov 07, 2017","336.76","337.23","338.35","336.00","114.25M","-0.19%"
"Nov 06, 2017","337.40","338.66","339.01","334.53","77.98M","-0.42%"
"Nov 03, 2017","338.83","339.08","339.12","336.16","75.76M","0.39%"
"Nov 02, 2017","337.53","339.33","339.59","336.83","86.22M","-0.36%"
"Nov 01, 2017","338.76","335.67","338.76","335.60","93.84M","1.56%"
"Oct 31, 2017","333.57","330.05","334.40","329.66","97.63M","0.97%"
"Oct 30, 2017","330.38","331.72","331.72","329.62","90.39M","0.35%"
"Oct 27, 2017","329.23","327.50","329.75","326.62","90.50M","0.69%"
"Oct 26, 2017","326.99","328.63","329.65","326.99","99.45M","-0.70%"
"Oct 25, 2017","329.31","329.75","330.05","327.84","83.84M","0.11%"
"Oct 24, 2017","328.96","329.34","330.12","328.91","70.81M","-0.15%"
"Oct 23, 2017","329.45","330.24","330.55","328.50","75.01M","0.17%"
"Oct 20, 2017","328.89","327.08","328.89","327.02","99.62M","0.74%"
"Oct 19, 2017","326.47","328.67","329.34","326.04","90.04M","-0.59%"
"Oct 18, 2017","328.40","328.06","329.43","327.13","75.59M","-0.03%"
"Oct 17, 2017","328.51","328.69","329.21","327.84","76.86M","0.21%"
"Oct 16, 2017","327.82","328.57","329.42","326.99","85.19M","0.14%"
"Oct 13, 2017","327.35","327.70","328.44","326.65","100.70M","-0.23%"
"Oct 12, 2017","328.11","326.58","328.11","325.96","98.83M","0.61%"
"Oct 11, 2017","326.12","323.97","326.20","323.43","86.13M","1.13%"
"Oct 10, 2017","322.49","321.29","324.00","320.57","99.58M","1.97%"
"Sep 29, 2017","316.27","314.60","316.45","314.60","63.21M","0.77%"
"Sep 28, 2017","313.85","314.32","315.17","312.88","70.54M","0.01%"
"Sep 27, 2017","313.82","314.73","314.73","313.32","66.67M","-0.15%"
"Sep 26, 2017","314.29","314.96","315.68","313.68","85.81M","-0.67%"
"Sep 25, 2017","316.40","316.81","317.35","315.30","78.66M","-0.10%"
"Sep 22, 2017","316.71","318.06","319.15","315.47","91.11M","-0.48%"
"Sep 21, 2017","318.25","318.38","319.23","317.40","92.12M","-0.07%"
"Sep 20, 2017","318.48","319.10","320.40","317.19","93.16M","-0.01%"
"Sep 19, 2017","318.51","319.04","319.45","318.03","89.27M","-0.13%"
"Sep 18, 2017","318.93","314.31","318.93","314.17","77.35M","1.67%"
"Sep 15, 2017","313.69","311.19","313.69","310.82","92.79M","0.37%"
"Sep 14, 2017","312.52","310.82","312.52","309.75","132.26M","0.81%"
"Sep 13, 2017","310.00","311.16","312.24","309.76","86.74M","-0.14%"
"Sep 12, 2017","310.42","311.70","311.78","309.53","70.41M","0.19%"
"Sep 11, 2017","309.83","309.06","311.26","308.95","81.06M","0.78%"
"Sep 08, 2017","307.43","307.68","308.10","306.63","69.04M","0.15%"
"Sep 07, 2017","306.97","304.40","307.56","304.36","80.37M","1.25%"
"Sep 06, 2017","303.18","303.62","303.85","302.41","91.54M","-0.29%"
"Sep 05, 2017","304.06","305.64","305.66","303.06","75.19M","-0.04%"
"Sep 04, 2017","304.19","302.52","306.38","302.45","67.73M","-1.17%"
"Sep 01, 2017","307.78","308.85","309.43","306.82","75.66M","-0.16%"
"Aug 31, 2017","308.28","309.77","310.33","307.14","99.27M","-0.44%"
"Aug 30, 2017","309.65","309.08","309.65","308.45","59.53M","0.33%"
"Aug 29, 2017","308.64","307.46","308.64","304.24","65.55M","-0.29%"
"Aug 28, 2017","309.53","310.69","311.79","308.89","63.87M","-0.54%"
"Aug 25, 2017","311.21","311.56","312.16","310.24","73.86M","0.15%"
"Aug 24, 2017","310.73","310.14","311.73","309.72","72.20M","0.33%"
"Aug 23, 2017","309.71","311.02","311.52","308.85","62.66M","0.12%"
"Aug 22, 2017","309.34","308.66","309.93","308.50","63.19M","0.39%"
"Aug 21, 2017","308.14","309.09","309.09","307.56","62.87M","-0.08%"
"Aug 18, 2017","308.39","305.91","309.08","305.90","77.62M","-0.20%"
"Aug 17, 2017","309.02","307.85","309.58","307.16","99.26M","0.61%"
"Aug 16, 2017","307.16","308.27","308.66","306.59","89.40M","0.73%"
"Aug 14, 2017","304.93","304.99","305.84","303.75","68.09M","0.73%"
"Aug 11, 2017","302.72","303.37","304.96","301.32","96.75M","-1.83%"
"Aug 10, 2017","308.37","308.30","309.78","305.73","105.19M","-0.37%"
"Aug 09, 2017","309.52","311.20","312.34","309.18","73.81M","-1.24%"
"Aug 08, 2017","313.40","314.94","315.66","311.99","71.59M","-0.18%"
"Aug 07, 2017","313.96","314.34","315.75","313.24","68.36M","0.16%"
"Aug 04, 2017","313.46","312.80","314.14","311.89","79.35M","0.37%"
"Aug 03, 2017","312.29","316.95","317.02","310.22","112.32M","-1.70%"
"Aug 02, 2017","317.69","318.58","318.86","317.17","94.04M","0.21%"
"Aug 01, 2017","317.04","313.58","318.58","313.19","81.84M","0.78%"
"Jul 31, 2017","314.60","312.73","314.81","312.20","82.98M","0.15%"
"Jul 28, 2017","314.13","319.01","319.18","313.72","100.38M","-1.99%"
"Jul 27, 2017","320.51","320.63","321.46","319.51","75.49M","0.33%"
"Jul 26, 2017","319.46","320.86","320.90","318.68","96.65M","-0.22%"
"Jul 25, 2017","320.15","321.70","322.16","319.72","82.69M","-0.58%"
"Jul 24, 2017","322.01","321.74","322.01","320.82","71.71M","0.07%"
"Jul 21, 2017","321.79","320.17","322.01","320.00","81.10M","0.37%"
"Jul 20, 2017","320.61","319.68","320.99","318.67","81.10M","0.53%"
"Jul 19, 2017","318.91","319.15","319.15","317.52","77.08M","0.08%"
"Jul 18, 2017","318.65","318.38","318.66","317.59","80.89M","0.04%"
"Jul 17, 2017","318.52","319.22","319.45","317.86","74.54M","0.37%"
"Jul 14, 2017","317.35","317.70","318.29","316.81","103.19M","0.32%"
"Jul 13, 2017","316.35","315.46","318.40","315.03","94.92M","0.88%"
"Jul 12, 2017","313.58","313.50","314.30","313.21","89.12M","-0.00%"
"Jul 11, 2017","313.59","312.04","313.70","311.50","85.93M","0.68%"
"Jul 10, 2017","311.46","311.65","312.41","310.72","78.67M","0.26%"
"Jul 07, 2017","310.66","310.17","311.45","309.62","87.67M","-0.39%"
"Jul 06, 2017","311.88","312.17","312.50","310.76","73.59M","0.04%"
"Jul 05, 2017","311.77","309.87","312.10","309.64","68.31M","0.42%"
"Jul 04, 2017","310.46","312.42","312.82","309.78","89.18M","-0.62%"
"Jul 03, 2017","312.39","312.50","312.93","310.85","71.75M","0.20%"
"Jun 30, 2017","311.76","310.61","311.76","310.17","73.22M","-0.26%"
"Jun 29, 2017","312.56","312.86","313.79","312.26","103.11M","0.55%"
"Jun 28, 2017","310.84","310.71","312.03","310.47","94.92M","-0.41%"
"Jun 27, 2017","312.12","311.72","312.95","311.05","131.75M","0.07%"
"Jun 26, 2017","311.89","310.53","312.22","310.13","71.90M","0.53%"
"Jun 23, 2017","310.26","309.36","310.58","308.96","81.46M","0.26%"
"Jun 22, 2017","309.47","308.60","309.47","307.28","88.48M","0.63%"
"Jun 21, 2017","307.52","307.61","308.00","306.13","100.93M","-0.58%"
"Jun 20, 2017","309.31","310.55","310.63","308.72","122.39M","0.23%"
"Jun 19, 2017","308.61","307.14","309.29","306.19","87.80M","0.59%"
"Jun 16, 2017","306.79","306.97","307.40","305.82","87.84M","0.03%"
"Jun 15, 2017","306.69","308.02","308.83","305.04","95.41M","-0.41%"
"Jun 14, 2017","307.95","309.53","310.05","307.03","113.45M","-0.02%"
"Jun 13, 2017","308.02","306.25","308.29","306.25","94.39M","0.58%"
"Jun 12, 2017","306.24","307.74","308.31","305.59","95.85M","-1.01%"
"Jun 09, 2017","309.38","307.51","310.02","307.17","118.71M","1.02%"
"Jun 08, 2017","306.25","305.70","306.87","304.17","126.08M","0.19%"
"Jun 07, 2017","305.68","306.94","307.59","305.42","87.99M","-0.54%"
"Jun 05, 2017","307.33","308.52","308.59","306.79","76.12M","-0.16%"
"Jun 02, 2017","307.83","305.34","308.01","305.27","94.03M","1.25%"
"Jun 01, 2017","304.03","304.74","305.30","302.99","77.25M","-0.21%"
"May 31, 2017","304.67","303.79","306.18","303.64","114.68M","0.03%"
"May 30, 2017","304.59","306.89","306.99","303.11","94.12M","-0.63%"
"May 29, 2017","306.52","307.98","309.32","305.13","105.98M","-0.14%"
"May 26, 2017","306.96","305.41","308.51","305.07","98.10M","0.57%"
"May 25, 2017","305.22","302.83","305.34","302.18","100.09M","1.16%"
"May 24, 2017","301.71","302.32","302.79","301.23","111.99M","0.12%"
"May 23, 2017","301.36","301.44","303.70","300.41","76.65M","0.24%"
"May 22, 2017","300.63","299.76","300.70","298.98","71.07M","0.86%"
"May 19, 2017","298.08","298.26","299.10","297.44","74.78M","-0.13%"
"May 18, 2017","298.47","296.34","298.78","295.66","83.32M","-0.29%"
"May 17, 2017","299.34","299.02","299.95","297.90","77.84M","-0.11%"
"May 16, 2017","299.67","301.25","301.65","298.05","97.29M","0.27%"
"May 15, 2017","298.87","298.54","299.84","297.51","58.67M","0.21%"
"May 12, 2017","298.25","299.78","300.10","297.84","74.39M","-0.50%"
"May 11, 2017","299.75","297.25","300.22","296.35","111.19M","1.20%"
"May 10, 2017","296.19","299.81","304.26","295.53","128.10M","-1.22%"
"May 08, 2017","299.86","292.95","299.86","292.66","102.04M","2.53%"
"May 04, 2017","292.47","290.53","292.47","290.53","65.04M","0.97%"
"May 02, 2017","289.65","288.60","291.12","288.39","69.81M","0.85%"
"Apr 28, 2017","287.21","288.51","289.02","286.76","78.76M","-0.05%"
"Apr 27, 2017","287.34","285.80","287.76","285.52","83.54M","0.20%"
"Apr 26, 2017","286.78","286.04","287.22","285.79","84.11M","0.48%"
"Apr 25, 2017","285.41","282.17","285.47","282.00","76.98M","1.22%"
"Apr 24, 2017","281.96","281.66","282.04","280.81","68.13M","0.68%"
"Apr 21, 2017","280.05","279.44","280.89","278.80","60.45M","0.82%"
"Apr 20, 2017","277.76","276.32","278.04","275.75","69.51M","0.46%"
"Apr 19, 2017","276.49","277.66","278.07","275.97","65.26M","-0.63%"
"Apr 18, 2017","278.23","279.36","279.42","277.05","54.71M","0.05%"
"Apr 17, 2017","278.10","278.06","279.06","277.49","47.71M","0.28%"
"Apr 14, 2017","277.31","277.59","278.14","276.12","44.58M","-0.65%"
"Apr 13, 2017","279.12","276.38","279.12","275.66","74.10K","1.05%"
"Apr 12, 2017","276.21","276.11","276.43","275.28","57.61K","0.26%"
"Apr 11, 2017","275.49","276.55","277.46","275.01","59.39K","-0.62%"
"Apr 10, 2017","277.21","278.69","278.69","276.50","59.92K","-0.65%"
"Apr 07, 2017","279.01","279.64","279.82","277.63","65.06K","-0.16%"
"Apr 06, 2017","279.47","279.57","279.81","278.20","56.81K","-0.45%"
"Apr 05, 2017","280.74","280.99","281.36","278.76","72.39K","-0.06%"
"Apr 04, 2017","280.92","281.25","281.77","280.32","59.58K","-0.24%"
"Apr 03, 2017","281.60","281.51","282.35","280.85","56.54K","0.34%"
"Mar 31, 2017","280.64","282.03","282.09","280.63","59.37K","-0.36%"
"Mar 30, 2017","281.66","282.44","283.11","280.95","58.29K","-0.07%"
"Mar 29, 2017","281.86","282.52","282.54","281.27","68.20K","0.22%"
"Mar 28, 2017","281.25","281.85","282.24","280.50","62.56K","0.32%"
"Mar 27, 2017","280.36","281.10","281.79","279.98","70.91K","-0.69%"
"Mar 24, 2017","282.31","282.66","284.00","281.49","71.00K","-0.18%"
"Mar 23, 2017","282.81","283.29","284.38","282.58","76.37K","0.06%"
"Mar 22, 2017","282.63","281.07","282.66","280.85","89.31K","-0.43%"
"Mar 21, 2017","283.84","281.54","284.40","281.23","82.82K","1.10%"
"Mar 20, 2017","280.75","281.08","281.16","280.00","59.32K","-0.39%"
"Mar 17, 2017","281.86","280.02","281.95","279.65","86.56K","0.62%"
"Mar 16, 2017","280.11","280.99","281.35","279.26","86.73K","0.80%"
"Mar 15, 2017","277.89","276.91","278.22","276.78","72.42K","0.00%"
"Mar 14, 2017","277.89","276.80","278.20","276.51","80.67K","0.90%"
"Mar 13, 2017","275.41","273.03","276.25","272.79","72.08K","1.15%"
"Mar 10, 2017","272.29","271.08","273.00","270.24","67.63K","0.25%"
"Mar 09, 2017","271.62","272.73","272.97","271.56","71.72K","-0.25%"
"Mar 08, 2017","272.29","271.65","273.21","271.32","68.17K","0.15%"
"Mar 07, 2017","271.87","270.22","272.45","269.96","69.48K","0.54%"
"Mar 06, 2017","270.41","269.07","270.74","268.36","72.12K","0.24%"
"Mar 03, 2017","269.77","271.03","271.48","268.77","78.08K","-1.06%"
"Mar 02, 2017","272.65","272.14","273.34","271.35","105.76K","0.96%"
"Feb 28, 2017","270.06","269.27","270.62","269.10","88.89K","0.41%"
"Feb 27, 2017","268.97","270.35","270.62","268.72","81.08K","-0.52%"
"Feb 24, 2017","270.38","272.61","272.84","269.76","116.67K","-0.92%"
"Feb 23, 2017","272.89","272.61","273.18","272.18","64.49K","0.01%"
"Feb 22, 2017","272.85","272.61","273.15","271.96","64.58K","0.27%"
"Feb 21, 2017","272.11","269.90","273.13","269.70","61.71K","0.88%"
"Feb 20, 2017","269.73","269.41","269.92","268.57","54.54K","0.33%"
"Feb 17, 2017","268.84","267.60","269.02","267.60","59.75K","-0.03%"
"Feb 16, 2017","268.93","269.48","270.22","268.32","65.40K","0.04%"
"Feb 15, 2017","268.81","267.64","269.47","267.06","75.72K","0.34%"
"Feb 14, 2017","267.90","268.82","269.34","267.05","68.62K","-0.34%"
"Feb 13, 2017","268.81","268.48","268.85","267.88","71.07K","0.06%"
"Feb 10, 2017","268.66","269.04","269.72","268.43","83.14K","0.36%"
"Feb 09, 2017","267.69","267.99","268.91","267.21","72.70K","-0.01%"
"Feb 08, 2017","267.72","268.51","268.56","265.76","64.57K","-0.46%"
"Feb 07, 2017","268.97","269.52","269.68","268.51","71.25K","-0.19%"
"Feb 06, 2017","269.49","270.65","271.08","268.75","71.64K","0.24%"
"Feb 03, 2017","268.85","269.10","269.62","267.37","71.59K","0.13%"
"Feb 02, 2017","268.49","269.63","271.25","268.01","76.73K","-0.40%"
"Feb 01, 2017","269.56","269.16","269.97","268.87","65.87K","0.55%"
"Jan 31, 2017","268.09","269.61","270.00","268.09","69.68K","-0.88%"
"Jan 26, 2017","270.48","269.15","271.21","268.47","70.10K","0.87%"
"Jan 25, 2017","268.15","268.65","269.04","267.28","63.44K","0.32%"
"Jan 24, 2017","267.30","267.79","268.25","266.24","54.35K","0.07%"
"Jan 23, 2017","267.12","266.77","267.84","265.53","56.74K","0.23%"
"Jan 20, 2017","266.52","266.45","267.35","266.18","55.38K","-0.44%"
"Jan 19, 2017","267.70","269.30","270.01","266.39","59.53K","0.23%"
"Jan 18, 2017","267.08","267.64","267.96","265.37","56.66K","-0.11%"
"Jan 17, 2017","267.37","266.65","268.53","266.33","64.80K","0.46%"
"Jan 16, 2017","266.15","267.71","268.53","265.37","63.88K","-0.66%"
"Jan 13, 2017","267.91","268.34","268.68","267.66","61.59K","-0.76%"
"Jan 12, 2017","269.95","268.48","269.95","267.93","70.69K","0.67%"
"Jan 11, 2017","268.15","264.24","268.91","264.18","76.59K","1.68%"
"Jan 10, 2017","263.73","263.15","263.88","262.83","60.75K","-0.00%"
"Jan 09, 2017","263.74","263.83","264.55","263.34","59.18K","0.21%"
"Jan 06, 2017","263.20","263.01","263.61","262.66","56.57K","0.47%"
"Jan 05, 2017","261.98","262.88","262.94","261.64","78.82K","-0.43%"
"Jan 04, 2017","263.12","263.19","263.27","262.47","68.77K","0.06%"
"Jan 03, 2017","262.97","261.55","263.00","260.72","61.84K","1.00%"
"Jan 02, 2017","260.36","259.42","261.21","258.64","36.91K","0.13%"
